stock_name,stock_symbol,period,gross_profit_margin,operating_profit_margin,net_profit_margin,return_on_equity,debt_ratio,interest_coverage,current_ratio,quick_ratio,accounts_turnover,inventory_turnover,eps,book_value_per_share,date
台驊投控,2636,Q,18.41,8.69,13.82,10.39,45.31,200.51,193.88,180.31,1.81,0,7.65,67.38,2022-06-01 00:00:00
台驊投控,2636,Q,22.42,12,9.31,8.7,35.21,212.31,253.59,243.32,2.07,0,6.45,79.57,2022-03-01 00:00:00
慧洋-KY,2637,Q,49.11,48.27,46.54,7.17,54.86,13.67,79.47,57.46,31.65,0,3.59,53.22,2022-03-01 00:00:00
宅配通,2642,Q,11.59,0.69,0.15,0.07,46.12,1.46,172.25,148.39,1.57,63.71,0.02,26.11,2023-03-01 00:00:00
台驊投控,2636,Y,19.84,8.99,9.36,27.5,49.11,71.53,192.33,171.43,7.66,0,18.03,63.69,2022-12-01 00:00:00
宅配通,2642,Q,14.5,4.13,3.28,1.72,51.91,10.33,156.57,134.2,1.61,64.64,0.38,23.03,2022-12-01 00:00:00
宅配通,2642,Q,14.06,3.79,2.88,1.57,53.19,9.56,156.12,136.44,1.68,71.73,0.35,21.78,2022-09-01 00:00:00
宅配通,2642,Q,16.48,5.97,6.19,3.13,52.58,19.28,155.62,141.06,1.74,75.84,0.74,22.33,2022-06-01 00:00:00
宅配通,2642,Q,14.7,4.21,3.28,1.41,47.4,10.73,179,160.1,1.61,74.49,0.38,24.96,2022-03-01 00:00:00
漢翔,2634,Q,9.37,6.5,5.47,3.38,63.37,14.78,162.42,50.85,1.16,0.62,0.58,17.38,2023-03-01 00:00:00
漢翔,2634,Q,10.74,5.36,2.83,1.62,62.93,6.87,180.3,74.2,0.96,0.58,0.27,16.81,2022-12-01 00:00:00
漢翔,2634,Q,8.55,4.89,7.01,3.76,62.46,17.87,165.45,65.07,0.85,0.54,0.61,16.48,2022-09-01 00:00:00
漢翔,2634,Q,11.69,7.17,8.14,4.07,63.4,21.44,219.8,87.37,0.85,0.49,0.64,15.82,2022-06-01 00:00:00
漢翔,2634,Q,6.78,1.75,3.52,1.4,63.28,9.12,171.47,66.89,0.69,0.43,0.22,15.47,2022-03-01 00:00:00
漢翔,2634,Y,9.63,4.98,5.38,10.79,62.93,13.45,180.3,74.2,3.54,2.15,1.73,16.81,2022-12-01 00:00:00
慧洋-KY,2637,Y,47,46.04,42.42,25.74,49.95,9.1,88.71,63.9,151.97,0,14.16,63.09,2022-12-01 00:00:00
宅配通,2642,Y,14.94,4.53,3.91,7.13,51.91,12.39,156.57,134.2,6.09,282.38,1.85,23.03,2022-12-01 00:00:00
長榮航太,2645,Q,16.43,10.76,9.04,2.67,51.48,11.03,233.35,175.81,1.17,1.22,0.84,30.68,2023-03-01 00:00:00
長榮航太,2645,Q,9.12,6.48,4.93,1.36,49.89,5.81,293.99,207.26,1.15,1.24,0.41,30.93,2022-12-01 00:00:00
長榮航太,2645,Q,19.5,14.74,20.27,6.09,53.46,23.41,267.47,196.7,1.19,1.2,1.76,29.85,2022-09-01 00:00:00
長榮航太,2645,Q,20.31,16.03,16.61,5.13,56.96,20.39,252.3,189.65,1.31,1.29,1.45,28.03,2022-06-01 00:00:00
長榮航太,2645,Q,14.73,9.55,11.03,3.05,56.09,13.79,275.28,212.16,1.45,1.27,0.86,0,2022-03-01 00:00:00
長榮航太,2645,Y,16.01,11.81,13.35,15.32,49.89,15.74,293.99,207.26,5.69,4.88,4.48,30.93,2022-12-01 00:00:00
遠雄港,5607,Q,58.33,42.5,33.38,2.83,63.44,8.27,20.29,19.81,3.29,0,0.84,29.99,2023-03-01 00:00:00
遠雄港,5607,Q,52.24,33.26,39.48,3.94,63.24,8.27,49.41,48.28,3.48,0,1.2,29.16,2022-12-01 00:00:00
遠雄港,5607,Q,61.15,46.25,32.96,3.44,63.62,10.93,66.84,66.02,3.33,0,0.93,27.72,2022-09-01 00:00:00
遠雄港,5607,Q,64.33,50.05,40.55,4.37,63.08,14.03,77.66,76.93,3.35,0,1.18,26.91,2022-06-01 00:00:00
遠雄港,5607,Q,64.71,50.05,37.09,3.97,60.51,13.83,132.63,131.32,3.12,0,1.03,27.62,2022-03-01 00:00:00
遠雄港,5607,Y,60.68,45,37.54,15.62,63.24,11.67,49.41,48.28,12.94,0,4.27,29.16,2022-12-01 00:00:00
志信,2611,Q,10.39,-17.74,4.83,0.23,25.71,1.87,528.98,465.9,1.12,0.64,0.05,13.21,2023-03-01 00:00:00
志信,2611,Q,2.76,-31.99,11.8,0.54,24.48,3.93,598.52,537.77,0.89,0.72,0.12,13.09,2022-12-01 00:00:00
志信,2611,Q,26.27,3.27,29.33,2.14,25.04,20.13,614.81,556.77,1.15,0.87,0.25,13.01,2022-09-01 00:00:00
志信,2611,Q,24.55,4.04,-177.4,-12.26,28.48,-107.74,448.23,407.96,1.19,0.91,-2.11,14.15,2022-06-01 00:00:00
志信,2611,Q,25.79,4.4,19.48,1.26,25.02,15.07,531.3,490.79,1.27,0.91,0.19,17,2022-03-01 00:00:00
志信,2611,Y,21.67,-2.18,-33.59,-8.19,24.48,-18.08,598.52,537.77,5.06,3.4,-1.37,13.09,2022-12-01 00:00:00
長榮航,2618,Q,20.76,14.12,10.7,4.88,69.73,7.39,109.24,103.77,4.02,0,0.84,16.66,2023-03-01 00:00:00
長榮航,2618,Q,11.64,4.74,2.29,0.96,69.88,1.91,109.15,103.27,3.54,0,0.13,16.41,2022-12-01 00:00:00
長榮航,2618,Q,11.02,3.57,4.31,1.62,71.1,2.99,114.71,107.55,2.91,0,0.23,15.72,2022-09-01 00:00:00
長榮航,2618,Q,14.24,7.4,5.96,2.11,70.56,3.62,126.92,119.01,2.92,0,0.34,16.28,2022-06-01 00:00:00
長榮航,2618,Q,21.58,13.97,11.36,3.65,70.45,5.4,128.29,119.61,2.93,0,0.64,16.39,2022-03-01 00:00:00
長榮航,2618,Y,14.28,7.1,5.67,8.28,69.88,3.5,109.15,103.27,13.47,0,1.34,16.41,2022-12-01 00:00:00
國賓,2704,Q,36.29,1.6,51.5,1.37,24.37,20.42,1055.75,1043.85,11.86,2.97,0.54,42.24,2023-03-01 00:00:00
國賓,2704,Q,-48.33,-119.44,245.81,7.86,27.99,79.69,783.19,772.69,9.41,7.78,2.73,36.58,2022-12-01 00:00:00
國賓,2704,Q,17.37,-25.93,23.42,0.67,28.69,7.19,868.88,853.91,11.04,4.15,0.22,32.77,2022-09-01 00:00:00
國賓,2704,Q,-6.84,-70.9,5.06,0.1,38.32,1.93,297.96,293.94,14.32,3.68,0.03,34.27,2022-06-01 00:00:00
國賓,2704,Q,35.9,3.91,-1.68,-0.06,26.24,0.37,212.59,206.66,15.89,3.75,-0.02,33.13,2022-03-01 00:00:00
國賓,2704,Y,0.45,-50.76,75.09,8.58,27.99,23.47,783.19,772.69,38.52,17.5,2.97,36.58,2022-12-01 00:00:00
台灣高鐵,2633,Q,45.94,42.85,17.51,3.11,82.8,2.58,96.33,61.75,32.83,2.52,0.38,12.33,2023-03-01 00:00:00
台灣高鐵,2633,Q,43.26,39.84,13.9,2.45,83.2,2.21,111.01,58.63,33.89,2.67,0.29,11.96,2022-12-01 00:00:00
台灣高鐵,2633,Q,31.76,28.51,13.37,2.01,83.47,1.85,94.84,59.81,41.77,2.58,0.23,11.67,2022-09-01 00:00:00
台灣高鐵,2633,Q,5.04,0.5,4.17,0.42,83.89,1.11,83.92,62.28,31.37,2.38,0.05,11.43,2022-06-01 00:00:00
台灣高鐵,2633,Q,30.48,27.12,6.21,0.82,84.05,1.49,95.51,59.54,20,2.49,0.1,12.14,2022-03-01 00:00:00
台灣高鐵,2633,Y,30.28,26.72,10.15,5.58,83.2,1.68,111.01,58.63,68.77,10.85,0.67,11.96,2022-12-01 00:00:00
龍德造船,6753,Q,16.08,13.63,10.2,6.69,60.99,15.44,127.4,71.47,35.37,1.06,1.54,25.17,2023-03-01 00:00:00
龍德造船,6753,Q,17.16,14.4,11.15,6.73,72.02,11.67,104.6,43.8,25.77,0.76,1.28,19.65,2022-12-01 00:00:00
龍德造船,6753,Q,14.71,11.34,3.9,2.01,70.71,4.08,104.12,26.55,18.96,0.97,0.37,18.43,2022-09-01 00:00:00
龍德造船,6753,Q,13.41,11.34,5.46,3.04,70.29,7.25,104.68,49.82,15.34,1.68,0.67,22.12,2022-06-01 00:00:00
龍德造船,6753,Q,16.56,12.32,8.98,4.26,69.25,11.38,112.18,43.22,10.38,2.13,0.91,0,2022-03-01 00:00:00
龍德造船,6753,Y,15.49,12.44,7.5,16.01,72.02,8.36,104.6,43.8,69.23,3.87,2.93,19.65,2022-12-01 00:00:00
四維航,5608,Q,-4.45,-12.8,-23.92,-2.1,59.64,-0.3,79.27,67.81,26.35,0,-0.5,25.12,2023-03-01 00:00:00
四維航,5608,Q,27.97,20.65,15.49,2.03,59.34,2.58,97.08,86.78,23.96,0,0.67,27.42,2022-12-01 00:00:00
四維航,5608,Q,50.46,46.17,30.69,6.53,62.97,7.37,106.1,94.13,41.33,0,1.83,29.04,2022-09-01 00:00:00
四維航,5608,Q,55.59,51.08,35.01,8.27,66.65,11.74,94.48,87.53,55.98,0,2.12,24.76,2022-06-01 00:00:00
四維航,5608,Q,48.97,44.06,29.95,6.47,67.07,11.24,75.19,69.01,39.04,0,1.53,23.39,2022-03-01 00:00:00
建新國際,8367,Q,28.71,14.7,19.17,2.46,63.98,6.24,184.21,170.75,1.45,0,0.95,34.98,2023-03-01 00:00:00
建新國際,8367,Q,29.45,15.3,12.43,1.82,65.23,5.28,175.97,164.64,1.41,0,0.76,34.02,2022-12-01 00:00:00
建新國際,8367,Q,35.47,25.5,19.2,3.31,63.71,10.21,188.54,176.88,1.6,0,1.38,33.24,2022-09-01 00:00:00
建新國際,8367,Q,32.34,21.36,-3.47,-0.52,64.31,2.02,171.13,162.16,1.54,0,0.11,31.87,2022-06-01 00:00:00
建新國際,8367,Q,30.22,14.97,12.59,1.85,60.54,7.15,249.65,239.24,1.46,0,0.75,34.55,2022-03-01 00:00:00
建新國際,8367,Y,32.02,19.56,10.44,6.69,65.23,6.13,175.97,164.64,5.89,0,2.98,34.02,2022-12-01 00:00:00
四維航,5608,Y,47.21,42.12,28.8,22.46,59.34,6.99,97.08,86.78,136.2,0,6.08,27.42,2022-12-01 00:00:00
亞航,2630,Q,6.04,0.92,0.23,0.14,63.17,1.3,145.97,55.16,0.92,0.88,0.02,11.53,2023-03-01 00:00:00
亞航,2630,Q,7.61,1.91,0.45,0.24,60.81,1.54,151.23,59.26,0.8,0.86,0.03,11.88,2022-12-01 00:00:00
亞航,2630,Q,5.89,1.19,0.54,0.32,61.61,2.1,152.09,68.07,0.9,1.05,0.04,11.89,2022-09-01 00:00:00
亞航,2630,Q,6.6,1.64,1.62,0.87,60.39,3.53,160.11,71.22,0.84,0.98,0.11,12.71,2022-06-01 00:00:00
亞航,2630,Q,4.3,-1.33,-1.6,-0.72,60.02,-1.09,166.36,74.95,0.64,0.85,-0.09,12.59,2022-03-01 00:00:00
亞航,2630,Y,6.17,0.95,0.33,0.7,60.81,1.54,151.23,59.26,3.11,3.5,0.08,11.88,2022-12-01 00:00:00
萬企,2701,Q,64.63,55.01,31.43,0.3,13.47,0,1151.29,1150.44,3964.89,0,0.05,17.79,2023-03-01 00:00:00
萬企,2701,Q,62.29,47.29,23.16,0.17,13.55,0,1216.49,1215.54,3447.88,0,0.03,17.6,2022-12-01 00:00:00
萬企,2701,Q,59.23,46.26,163.49,1.17,14.42,0,815.43,814.83,3390,0,0.2,17.67,2022-09-01 00:00:00
萬企,2701,Q,58.58,46.2,162.39,1.16,14.6,0,766.36,765.53,1583.68,0,0.2,17.04,2022-06-01 00:00:00
萬企,2701,Q,60.2,47.26,31.09,0.24,13.97,0,1074.19,1073.31,1643.69,0,0.04,16.91,2022-03-01 00:00:00
萬企,2701,Y,60.09,46.77,93.43,2.74,13.55,0,1216.49,1215.54,6569.13,0,0.47,17.6,2022-12-01 00:00:00
華園,2702,Q,79.07,-1.45,-11.87,-1.22,63.28,0.08,415.1,411.55,12,86.43,-0.26,20.84,2023-03-01 00:00:00
華園,2702,Q,80.44,-2.11,76.32,8.76,63.11,7.8,247.04,245.73,9.1,97.18,1.81,21.39,2022-12-01 00:00:00
華園,2702,Q,83.4,11.22,17.84,2.55,67.11,2.91,272.92,232.74,8.51,107.46,0.49,19.82,2022-09-01 00:00:00
華園,2702,Q,82.11,12.9,15.14,2,67.51,4.58,309.04,306.26,8.74,111.08,0.5,25.31,2022-06-01 00:00:00
華園,2702,Q,73.33,-14.37,1.85,0.16,67.76,0.65,178.47,174.94,7.24,101.58,0.04,24.37,2022-03-01 00:00:00
華園,2702,Y,80.54,3.76,29.47,13.52,63.11,4.59,247.04,245.73,44.77,394.27,2.7,21.39,2022-12-01 00:00:00
萬海,2615,Q,-7.06,-12.52,-8.27,-0.94,35.82,-3.41,425.09,402.8,6.1,0,-0.75,79.13,2023-03-01 00:00:00
萬海,2615,Q,14.49,11.74,-0.11,-0.02,38.11,9.63,402.94,381.15,6.82,0,-0.01,80.4,2022-12-01 00:00:00
台航,2617,Q,32.53,27.62,15.24,0.91,34.99,2.95,235.98,175.04,11.02,0,0.34,37.77,2023-03-01 00:00:00
台航,2617,Q,31.26,26.39,36.88,2.56,36.19,6.09,256.56,187.22,16.53,0,0.95,37.65,2022-12-01 00:00:00
台航,2617,Q,37.25,31.69,32.13,2.03,35.18,8.13,212.78,173.07,16.54,0,0.75,37.06,2022-09-01 00:00:00
台航,2617,Q,36.52,31.18,105.66,6.68,37.87,43.83,340.21,276.72,24.17,0,2.54,36.73,2022-06-01 00:00:00
台航,2617,Q,33.33,28.18,29.92,1.53,34.07,22.2,554.75,429.75,17.06,0,0.59,39.32,2022-03-01 00:00:00
台航,2617,Y,34.56,29.34,52.03,12.86,36.19,13.8,256.56,187.22,67.07,0,4.83,37.65,2022-12-01 00:00:00
萬海,2615,Q,42.81,39.37,35.06,10.32,38.23,67.53,366.2,343.68,8.59,0,7.97,83.31,2022-09-01 00:00:00
萬海,2615,Q,55.56,52.31,40.16,15.5,44.14,143.34,250.93,230.63,9.87,0,10.74,81.68,2022-06-01 00:00:00
萬海,2615,Q,64.16,60.7,50.47,24.31,40.41,218.87,317.43,291.17,11.1,0,16.64,77.63,2022-03-01 00:00:00
萬海,2615,Y,48.82,45.54,35.96,50.27,38.11,84.09,402.94,381.15,42.07,0,33.17,80.4,2022-12-01 00:00:00
中航,2612,Q,23.54,10.61,18.45,1.49,48.67,3.93,125.98,116.27,3.15,0,0.88,57.16,2023-03-01 00:00:00
中航,2612,Q,27.98,17.46,19.21,1.71,43.03,5.01,151.17,140.64,3.25,0,1.04,58.95,2022-12-01 00:00:00
中航,2612,Q,31.61,21.32,16.61,1.65,43.26,5.88,158.86,146.7,3.04,0,0.97,60.62,2022-09-01 00:00:00
中航,2612,Q,36.97,27.75,15.04,1.68,44.39,7.49,160.05,146.14,3.31,0,0.93,55.82,2022-06-01 00:00:00
中航,2612,Q,28.1,16.54,18.31,1.75,46.55,10.02,136.19,125.73,2.97,0,0.94,53.83,2022-03-01 00:00:00
中航,2612,Y,31.41,21.07,17.19,6.87,43.03,6.54,151.17,140.64,13.77,0,3.88,58.95,2022-12-01 00:00:00
柏文,8462,Q,19.69,0.37,-2.41,-1.34,81.4,0.08,50.86,25,64.74,81.98,-0.31,21.33,2023-03-01 00:00:00
柏文,8462,Q,21.1,0.89,0.18,0.1,81.69,1.06,61.23,39.28,55.26,71.72,0.02,21.41,2022-12-01 00:00:00
柏文,8462,Q,20.94,2.36,0.26,0.15,81.4,1.17,76.12,48.01,40.65,65.09,0.03,21.05,2022-09-01 00:00:00
柏文,8462,Q,22.89,2.09,0.54,0.27,80.92,1.26,75.78,52.2,47.81,51.54,0.06,21.01,2022-06-01 00:00:00
柏文,8462,Q,27.19,10.65,7.06,3.76,79.31,4.78,81.18,56.44,60.98,48.35,0.84,22.23,2022-03-01 00:00:00
雲品,2748,Q,34.81,16.9,13.36,3.72,48.5,14.68,191.41,184.07,14.87,15.47,0.86,23.96,2023-03-01 00:00:00
雲品,2748,Q,37.74,21.93,17.44,6.31,58.49,17.55,125.84,120.89,15.24,14.63,1.31,21.67,2022-12-01 00:00:00
雲品,2748,Q,31.57,11.13,8.65,2.53,61.82,7.03,239.44,228.46,13.97,14.23,0.49,19.49,2022-09-01 00:00:00
雲品,2748,Q,13.85,-9.31,-9.31,-1.81,62.34,-3.14,231.61,221.58,9.71,13.74,-0.35,19.01,2022-06-01 00:00:00
雲品,2748,Q,32.59,15.46,12.42,3.89,62.66,9.91,216.88,207.21,10.18,14.92,0.75,19.36,2022-03-01 00:00:00
雲品,2748,Y,30.99,12.51,9.62,10.65,58.49,7.79,125.84,120.89,35.92,50.42,2.2,21.67,2022-12-01 00:00:00
柏文,8462,Y,23,3.99,2.01,4.29,81.69,1.98,61.23,39.28,229.74,224.12,0.95,21.41,2022-12-01 00:00:00
京城銀,2809,Q,0,0,40.89,1.94,88.44,0,0,0,0,0,0.76,39.69,2023-03-01 00:00:00
京城銀,2809,Q,0,0,46.05,2.7,88.84,0,0,0,0,0,1,38.17,2022-12-01 00:00:00
京城銀,2809,Q,0,0,20.21,0.61,89.09,0,0,0,0,0,0.22,35.81,2022-09-01 00:00:00
京城銀,2809,Q,0,0,73.12,1.84,88.2,0,0,0,0,0,0.73,37.38,2022-06-01 00:00:00
京城銀,2809,Q,0,0,6.1,0.08,86.46,0,0,0,0,0,0.03,41.77,2022-03-01 00:00:00
旺旺保,2816,Q,30.61,8.33,8.4,4.02,73.4,123.96,0,0,0,0,0.89,22.83,2023-03-01 00:00:00
旺旺保,2816,Q,-0.11,-22.24,-21.71,-10.2,73.75,-352.7,0,0,0,0,-2.3,21.49,2022-12-01 00:00:00
旺旺保,2816,Q,21.57,0.35,0.34,0.15,71.51,3.56,0,0,0,0,0.03,23.61,2022-09-01 00:00:00
旺旺保,2816,Q,-13.81,-41.78,-40.76,-13.08,72.01,-600.03,0,0,0,0,-3.37,23.96,2022-06-01 00:00:00
旺旺保,2816,Q,23.25,-1.97,-3.06,-0.98,67.84,-17.84,0,0,0,0,-0.28,27.56,2022-03-01 00:00:00
京城銀,2809,Y,0,0,41.3,4.84,88.84,0,0,0,0,0,1.98,38.17,2022-12-01 00:00:00
晶華,2707,Q,37.48,28.3,22.27,8.97,62.58,38.05,121.7,119.15,10.24,31.22,2.84,27.76,2023-03-01 00:00:00
晶華,2707,Q,35.44,25.69,19.82,7.23,55.14,30.03,141.89,138.2,10.31,32.57,2.35,34.07,2022-12-01 00:00:00
晶華,2707,Q,35.81,24.03,20.08,7.05,55.28,25.06,135.99,131.92,12.85,37.84,2.07,31.93,2022-09-01 00:00:00
晶華,2707,Q,25.48,10.51,10.49,2.77,63.23,11.54,110.84,108.81,9.95,32.82,0.69,28.97,2022-06-01 00:00:00
寒舍,2739,Q,38.26,12.02,6.86,10.77,94.21,2.96,32.99,27.93,16.43,9.2,0.9,7.91,2023-03-01 00:00:00
寒舍,2739,Q,37.07,8.58,3.54,6.1,94.99,2,35.92,31.1,17.19,9.34,0.46,7.08,2022-12-01 00:00:00
寒舍,2739,Q,27.49,-5.57,-9.61,-12.15,95.42,-0.9,31.46,26.78,19.94,8.32,-0.94,6.54,2022-09-01 00:00:00
寒舍,2739,Q,-3.32,-59.53,-57.17,-37.27,94.92,-5.69,34.28,28.52,15.9,6.87,-3.28,7.42,2022-06-01 00:00:00
寒舍,2739,Q,22.2,3.73,0.74,0.73,94.35,0.59,39.06,34.4,18.88,8.04,0.05,7.68,2022-03-01 00:00:00
寒舍,2739,Y,24.84,-6.73,-9.88,-44.46,94.99,-1.06,35.92,31.1,53.09,31.84,-3.69,7.08,2022-12-01 00:00:00
王品,2727,Q,46.9,8.87,6.96,10.59,75.11,18.67,105.45,74.54,14.66,1.36,5.01,44.89,2023-03-01 00:00:00
王品,2727,Q,43.53,5.2,3.25,4.63,74.58,7.59,94.19,58.77,12.99,1.13,2.74,42.58,2022-12-01 00:00:00
王品,2727,Q,44.99,5.95,5.54,8.48,75.32,12.96,92.7,52.85,18.32,1.08,3.79,39.86,2022-09-01 00:00:00
王品,2727,Q,39.26,-7.3,-7.73,-8.04,74.96,-8.42,90.41,42.41,14.33,0.89,-2.99,36.79,2022-06-01 00:00:00
王品,2727,Q,44.36,3.49,1.82,2.47,74.62,3,89.58,46.85,13.73,1.29,1.64,39.93,2022-03-01 00:00:00
王品,2727,Y,43.33,2.57,1.41,7.42,74.58,3.41,94.19,58.77,41.53,4.9,5.15,42.58,2022-12-01 00:00:00
華票,2820,Q,0,0,68.89,2.25,89.11,0,0,0,0,0,0.38,17.18,2023-03-01 00:00:00
華票,2820,Q,0,0,47.81,0.53,89.42,0,0,0,0,0,0.09,16.37,2022-12-01 00:00:00
華票,2820,Q,0,0,69.17,1.49,89.2,0,0,0,0,0,0.24,16.1,2022-09-01 00:00:00
華票,2820,Q,0,0,52.28,0.75,88.92,0,0,0,0,0,0.13,16.3,2022-06-01 00:00:00
華票,2820,Q,0,0,70.84,1.71,88.66,0,0,0,0,0,0.32,18.26,2022-03-01 00:00:00
八方雲集,2753,Q,35.54,9.61,7.49,3.97,44.1,23.49,161.28,136.13,8.87,4.87,2,46.37,2023-03-01 00:00:00
八方雲集,2753,Q,36.71,12.41,8.99,4.87,42.57,27.14,177.75,153.4,9.32,4.41,2.47,49.49,2022-12-01 00:00:00
八方雲集,2753,Q,36.59,11.07,9.8,5.54,43.78,31.51,167.63,139.13,9.82,4.15,2.69,47.17,2022-09-01 00:00:00
八方雲集,2753,Q,37.32,11.46,9.67,5.43,45.19,31.89,158.89,133.9,9.43,4.25,2.52,46.39,2022-06-01 00:00:00
八方雲集,2753,Q,38.1,11.35,9.49,4.96,45.79,29.27,154.23,127.08,8.7,4.31,2.32,43.64,2022-03-01 00:00:00
好樂迪,9943,Q,57.6,28.83,32.45,6.72,38.68,107.27,130.01,124.76,29.43,14.02,2.87,28.16,2023-03-01 00:00:00
好樂迪,9943,Q,53.14,21.85,23.25,4.48,33.58,68.19,174.42,167.26,22.91,16.47,1.77,29.53,2022-12-01 00:00:00
好樂迪,9943,Q,53.22,15.02,26.92,4.72,33.68,68.39,166.38,158.78,31.38,18.44,1.86,28.08,2022-09-01 00:00:00
好樂迪,9943,Q,39.94,-13.13,-4.34,-0.47,33.59,-7.07,183.63,175.32,30.05,13.76,-0.17,24.21,2022-06-01 00:00:00
好樂迪,9943,Q,52.56,18.28,23.95,4.38,32.55,68.27,174.71,166.98,31.52,15.08,1.59,24.97,2022-03-01 00:00:00
晶華,2707,Q,33.97,23.27,19.79,6.2,64.63,23.18,108.43,106.24,10.03,35.76,1.97,28.01,2022-03-01 00:00:00
第一店,2706,Q,66.45,59.9,31.37,0.32,13.21,87.17,1862.03,1853.28,59.62,0,0.06,19.34,2023-03-01 00:00:00
第一店,2706,Q,77.5,67.19,34.92,0.28,13.2,145.16,2026.69,2018.22,95.94,0,0.05,19.25,2022-12-01 00:00:00
第一店,2706,Q,77.2,67.45,161.22,1.23,14.07,599.78,1403.34,1390.54,171.8,0,0.23,19.05,2022-09-01 00:00:00
第一店,2706,Q,79.13,69.5,181.56,1.41,14.31,645.69,1478.41,1473.27,249.24,0,0.26,18.31,2022-06-01 00:00:00
第一店,2706,Q,78.86,70.26,43.83,0.35,13.76,166.91,1905.68,1900.02,133.77,0,0.06,18.06,2022-03-01 00:00:00
彰銀,2801,Q,0,0,35.29,2.01,93.62,0,0,0,0,0,0.33,16.5,2023-03-01 00:00:00
彰銀,2801,Q,0,0,27.23,1.46,93.7,0,0,0,0,0,0.23,15.96,2022-12-01 00:00:00
彰銀,2801,Q,0,0,34.88,1.93,93.92,0,0,0,0,0,0.3,15.73,2022-09-01 00:00:00
彰銀,2801,Q,0,0,34.49,1.74,93.75,0,0,0,0,0,0.28,15.8,2022-06-01 00:00:00
彰銀,2801,Q,0,0,32,1.38,93.45,0,0,0,0,0,0.23,16.5,2022-03-01 00:00:00
晶華,2707,Y,33.31,21.81,18.15,20.59,55.14,22.39,141.89,138.2,31.72,116.8,7.09,34.07,2022-12-01 00:00:00
八方雲集,2753,Y,37.15,11.58,9.49,20.17,42.57,29.92,177.75,153.4,37.2,19.57,10,49.49,2022-12-01 00:00:00
旺旺保,2816,Y,8.23,-15.66,-15.55,-23.51,73.75,-168.87,0,0,0,0,-5.91,21.49,2022-12-01 00:00:00
第一店,2706,Y,78.15,68.57,103.76,3.24,13.2,389.18,2026.69,2018.22,288.93,0,0.6,19.25,2022-12-01 00:00:00
好樂迪,9943,Y,50.81,13.26,19.83,13.01,33.58,49.32,174.42,167.26,72.41,51.55,5.06,29.53,2022-12-01 00:00:00
彰銀,2801,Y,0,0,32.14,6.44,93.7,0,0,0,0,0,1.04,15.96,2022-12-01 00:00:00
雄獅,2731,Q,17.69,3.15,3.02,4.91,65.76,12.78,148.71,116.03,6.61,1303.13,1.08,26.15,2023-03-01 00:00:00
雄獅,2731,Q,18.59,-7.98,-8.1,-8.93,77.58,-10.41,119.43,95.78,4.09,698.86,-1.49,15.56,2022-12-01 00:00:00
雄獅,2731,Q,17,-29.17,-25.35,-13.96,74.54,-18.2,170.54,143.56,3.14,450.64,-2.36,15.18,2022-09-01 00:00:00
雄獅,2731,Q,16.52,-55.8,-53.01,-14.95,71.93,-21.48,188.42,161.15,2.98,231.01,-2.8,16.43,2022-06-01 00:00:00
雄獅,2731,Q,17.49,-37.05,-33.05,-11.38,70.83,-17.39,195.97,171.73,3.9,317.96,-2.27,18.21,2022-03-01 00:00:00
華票,2820,Y,0,0,63.24,4.38,89.42,0,0,0,0,0,0.77,16.37,2022-12-01 00:00:00
雄獅,2731,Y,17.77,-23.94,-22.07,-47.52,77.58,-16.68,119.43,95.78,11.68,1737.96,-8.91,15.56,2022-12-01 00:00:00
遠雄來,2712,Q,31.78,9.99,8.86,1.14,33.14,31.29,59.41,45.45,11.74,20.64,0.13,11.74,2023-03-01 00:00:00
遠雄來,2712,Q,30.55,7.94,8.1,1.05,34.31,35.53,62.52,47.38,9.87,27.07,0.12,11.6,2022-12-01 00:00:00
遠雄來,2712,Q,43.27,26.59,22.71,4.07,31.02,108.55,55.75,43.45,17.24,41.51,0.46,11.46,2022-09-01 00:00:00
遠雄來,2712,Q,-19.02,-67.89,-65.31,-3.4,28.8,-60.81,43,32.87,7.67,29.2,-0.38,11,2022-06-01 00:00:00
遠雄來,2712,Q,27.15,1.26,3.28,0.28,21.26,11.74,47.42,35.24,13.29,30.04,0.03,11.38,2022-03-01 00:00:00
遠雄來,2712,Y,29.24,5.32,4.53,2,34.31,14.85,62.52,47.38,50.16,111.59,0.23,11.6,2022-12-01 00:00:00
鳳凰,5706,Q,20.56,9.88,-2.87,-0.8,53.75,-1.95,140,125.3,6.05,0,-0.12,17.14,2023-03-01 00:00:00
鳳凰,5706,Q,18.39,-11.98,-6.12,-0.6,55.24,0.28,140.34,126.01,3.01,0,-0.07,16.2,2022-12-01 00:00:00
鳳凰,5706,Q,25.69,-37.87,34.5,1.05,50.89,6.99,157.42,150.62,2.68,0,0.17,16.3,2022-09-01 00:00:00
鳳凰,5706,Q,36.85,-68.92,-179.49,-3.12,50.54,-21.23,153.34,148.13,2.47,0,-0.64,18.82,2022-06-01 00:00:00
鳳凰,5706,Q,44.15,-64.48,21.35,0.34,46.19,6.31,176.89,171.88,1.85,0,0.06,21.08,2022-03-01 00:00:00
鳳凰,5706,Y,24.77,-29.3,-15.64,-2.43,55.24,-2.22,140.34,126.01,5.25,0,-0.43,16.2,2022-12-01 00:00:00
