stock_name,stock_symbol,period,gross_profit_margin,operating_profit_margin,net_profit_margin,return_on_equity,debt_ratio,interest_coverage,current_ratio,quick_ratio,accounts_turnover,inventory_turnover,eps,book_value_per_share,date
櫻花,9911,Q,33.67,12.43,10.28,3.44,39.06,166.65,153.83,109.81,1.84,1.22,0.89,24.17,2023-06-01 00:00:00
裕融,9941,Q,55.16,21.82,17.29,4.9,87.73,-288.43,103.22,99.86,0.04,3.18,3.09,55.1,2023-06-01 00:00:00
和勤,1586,Q,0,0,0,0,0,0,0,0,0,0,-0.1,0,2023-06-01 00:00:00
精湛,2070,Q,45.65,6.09,5.05,0.85,31.37,19.93,239.99,158.48,1.4,0.37,0.2,23.36,2023-06-01 00:00:00
大詠城,4538,Q,0,0,0,0,0,0,0,0,0,0,0.24,0,2023-06-01 00:00:00
長佳,4550,Q,0,0,0,0,0,0,0,0,0,0,0.58,0,2023-06-01 00:00:00
科際精密,4568,Q,31.33,8.51,2.84,0.76,31.44,107.79,282.4,240.12,1.24,1.6,0.25,32.91,2023-06-01 00:00:00
皇田,9951,Q,26.35,8.39,9.03,3.25,38.52,48.07,195.96,133.53,1.24,0.86,1.44,45.1,2023-06-01 00:00:00
訊聯,1784,Q,59.62,14.02,11.95,2.65,30.29,462.97,253.02,232.17,1.22,2.41,0.67,23.52,2023-06-01 00:00:00
進階,3118,Q,32.62,9.81,9.15,2.78,37.16,250.89,233.74,197.34,1.45,1.21,0.46,15.98,2023-06-01 00:00:00
訊聯基因,4160,Q,40.62,4.96,6.46,2.45,26.29,90.39,369.57,336.44,1.53,2.59,0.38,16.66,2023-06-01 00:00:00
醫揚,6569,Q,0,0,0,0,0,0,0,0,0,0,2.03,0,2023-06-01 00:00:00
博晟生醫,6733,Q,85.01,-67.83,-57.58,-2.1,7.16,-372.05,3116.47,2923.65,2.87,0.41,-0.26,8.26,2023-06-01 00:00:00
晉椿,2064,Q,0,0,0,0,0,0,0,0,0,0,-0.08,0,2023-06-01 00:00:00
笙泉,3122,Q,28.33,-24.41,-23.62,-4.28,37.47,-29.92,731.11,551.31,2.02,0.49,-0.51,11.6,2023-06-01 00:00:00
尼克森,3317,Q,26,9.95,7.2,1.55,15.71,1502.17,521.59,388.7,0.73,0.63,0.69,44.64,2023-06-01 00:00:00
類比科,3438,Q,33.26,3.24,7.61,1.13,16.64,5024.2,376.55,276.99,1.08,0.69,0.41,41.68,2023-06-01 00:00:00
禾瑞亞,3556,Q,48.59,19.41,18.36,4.79,37.89,471.44,252.98,132.17,1.75,0.2,0.92,18.06,2023-06-01 00:00:00
中美晶,5483,Q,0,0,0,0,0,0,0,0,0,0,4.15,0,2023-06-01 00:00:00
沛亨,6291,Q,33.43,20.02,17.72,7.91,33.08,182.46,261.44,203.88,1.35,1.28,2.21,27.87,2023-06-01 00:00:00
瑞耘,6532,Q,33.13,20.85,19.6,3.56,23.6,3941.4,160.15,96.19,1.49,0.66,0.9,25.51,2023-06-01 00:00:00
長科*,6548,Q,22.09,13.07,16.46,4.83,49.72,27.26,207.44,138.91,1.32,1,0.52,10.63,2023-06-01 00:00:00
宏觀,6568,Q,0,0,0,0,0,0,0,0,0,0,0.37,0,2023-06-01 00:00:00
均華,6640,Q,34.89,4.07,12.19,2.49,54.35,8.56,159.36,125.76,0.4,0.42,1.05,39.16,2023-06-01 00:00:00
雍智科技,6683,Q,50.58,28.17,21.14,3.48,22.8,450.13,359.1,281.38,1.4,0.36,2.7,74.66,2023-06-01 00:00:00
應廣,6716,Q,28.9,10.71,6.13,2.37,43.35,16.72,182.31,104.67,1.65,0.59,0.54,25.57,2023-06-01 00:00:00
佑華,8024,Q,35.14,-11.76,-1.16,-0.14,22.34,0,395.72,359.32,1.91,1.02,-0.02,13.53,2023-06-01 00:00:00
巨有科技,8227,Q,30.67,18.15,16.41,5.76,29.96,5226.6,306.49,217.72,2.72,1.04,1.12,19.19,2023-06-01 00:00:00
泓格,3577,Q,49.87,0.81,1.12,0.19,28.8,4.53,193.72,36.22,2.21,0.16,0.04,20.96,2023-06-01 00:00:00
青雲,5386,Q,0,0,0,0,0,0,0,0,0,0,0.48,0,2023-06-01 00:00:00
哲固,3434,Q,16.37,3.61,4.63,3.16,42.71,21.21,208.14,126.91,1.47,1,0.39,12.41,2023-06-01 00:00:00
茂迪,6244,Q,0,0,0,0,0,0,0,0,0,0,0.06,0,2023-06-01 00:00:00
光環,3234,Q,9.23,-43.89,-41.51,-9.75,56.79,-13.96,128.22,54.61,1.93,0.36,-0.69,8.34,2023-06-01 00:00:00
東典光電,6588,Q,-17.92,-73.84,-64.59,-2.26,20.62,-21.9,376.97,255.34,1.05,0.35,-0.64,28.17,2023-06-01 00:00:00
康全電訊,8089,Q,11.62,-42.78,-37.32,-8.18,35.24,-98.07,353.57,247,1.51,0.61,-1.53,17.57,2023-06-01 00:00:00
優群,3217,Q,41.5,22.7,21.91,3.74,24.79,3398.4,230.32,195.28,0.84,1.02,1.75,45.24,2023-06-01 00:00:00
光頡,3624,Q,30.11,14.73,13.15,2.61,23.95,237.19,306.55,218.56,1.11,0.59,0.74,27.1,2023-06-01 00:00:00
亞泰,4974,Q,17.87,12.76,15.28,5.53,36.23,1702.67,275.02,236.54,1.65,1.45,2.12,39.25,2023-06-01 00:00:00
系統電,5309,Q,24.93,4.36,8.57,2.48,34.29,29.76,271.61,237.61,0.75,1.36,0.36,14.22,2023-06-01 00:00:00
久威,6114,Q,9.32,-1.13,4.36,1.18,42.18,12.49,213.43,199.25,0.93,3,0.35,29.28,2023-06-01 00:00:00
詠昇,6418,Q,22.02,8.15,11.62,5.41,54.15,8.44,214.48,170.44,1.31,1.48,0.76,14.02,2023-06-01 00:00:00
蜜望實,8043,Q,1.46,-2.71,0.22,0.1,34.72,24.97,290.88,221.1,0.61,1.37,0.03,31.55,2023-06-01 00:00:00
保銳,8093,Q,0,0,0,0,0,0,0,0,0,0,-0.39,0,2023-06-01 00:00:00
加高,8182,Q,14.1,2.62,6.9,1.37,44.21,7.37,220.58,175.64,1.04,0.98,0.43,31.47,2023-06-01 00:00:00
緯軟,4953,Q,20.58,6.97,6.21,4.7,40.43,150.8,212.57,209.43,0.8,0,1.98,40.19,2023-06-01 00:00:00
偉康科技,6865,Q,40.24,10.58,12.41,4.05,32.29,717.47,503.29,126.43,1.72,0,0.98,24.7,2023-06-01 00:00:00
光洋科,1785,Q,11.51,4.77,7.83,3.49,52.01,4.89,293.68,100.71,3.03,0.47,0.77,20.87,2023-06-01 00:00:00
岱稜,3303,Q,27.48,5.98,6.61,2.14,40.99,14.51,200.57,132.66,1.2,0.85,0.41,19.32,2023-06-01 00:00:00
盈正,3628,Q,27.41,4.99,4.88,2,49.89,15.18,141.28,51.02,1.4,0.36,0.73,37.29,2023-06-01 00:00:00
鑫科,3663,Q,0,0,0,0,0,0,0,0,0,0,0.13,0,2023-06-01 00:00:00
綠意,2596,Q,3.84,-23.21,-23.63,-0.52,43.38,-12.75,222.91,22.49,2.56,0.02,-0.12,19.47,2023-06-01 00:00:00
鑫龍騰,3188,Q,34.58,6.18,1.54,0.03,69.21,85.14,210.48,4.73,38.13,0.01,0,12.39,2023-06-01 00:00:00
三豐,5514,Q,87.44,-542.97,-425.48,-0.39,44.06,-38.23,176.19,8.29,0,0,-0.05,13.42,2023-06-01 00:00:00
豐謙,5523,Q,24.57,20.41,19.52,8.22,43.23,73.91,422.73,81.3,203.17,0.21,1.53,19.36,2023-06-01 00:00:00
台聯櫃,5601,Q,0,0,0,0,0,0,0,0,0,0,0.11,0,2023-06-01 00:00:00
燦星旅,2719,Q,8.24,-6.37,-2.5,-1.21,33.14,-13.67,338.03,269.36,18.09,4489.96,-0.09,7.35,2023-06-01 00:00:00
關中,8941,Q,0,0,0,0,0,0,0,0,0,0,4.74,0,2023-06-01 00:00:00
橘子,6180,Q,36.43,2.14,3.24,1.1,46.52,44.79,126.7,111.9,2.64,11.13,0.38,29.82,2023-06-01 00:00:00
琉園,9949,Q,0,0,0,0,0,0,0,0,0,0,-0.2,0,2023-06-01 00:00:00
綠界科技,6763,Q,42.35,27.36,25.24,3.52,54.77,4895.13,164.66,119.83,495.13,0,5.2,149.72,2023-06-01 00:00:00
中連,5604,Q,81.4,67.89,56.26,1.04,19.73,190.76,1231.9,1229.38,56.48,0,0.21,19.86,2023-06-01 00:00:00
綠電,8440,Q,9.67,4.39,3.8,1.39,12.42,57.62,487.8,320.02,3.02,2.23,0.22,15.76,2023-06-01 00:00:00
大田,8924,Q,16.13,6.9,15.17,4.04,27.41,57.48,359.09,291.98,0.91,1.12,1.74,43.6,2023-06-01 00:00:00
森鉅,8942,Q,40.45,29.79,34.95,6.11,43.51,29.06,128.67,104.78,1.44,0.73,3.2,53.32,2023-06-01 00:00:00
巧新,1563,Q,0,0,0,0,0,0,0,0,0,0,1.45,0,2023-06-01 00:00:00
盛復,4553,Q,7.4,-2.67,-1.93,-1.56,55.8,-1.46,110.08,53.06,3.25,1.29,-0.29,17.68,2023-06-01 00:00:00
望隼,4771,Q,36.5,28.51,23.18,11.9,39.91,46.45,228.8,191.32,2.55,3.04,3.98,32.77,2023-06-01 00:00:00
台睿,6580,Q,0,0,0,0,0,0,0,0,0,0,-1.12,0,2023-06-01 00:00:00
百聿數碼,6622,Q,0,0,0,0,0,0,0,0,0,0,-1.92,0,2023-06-01 00:00:00
聯策,6658,Q,21.96,1.15,3.12,0.96,48.24,11.3,215.07,172.67,0.63,1.33,0.35,30.9,2023-06-01 00:00:00
啟坤,6731,Q,0,0,0,0,0,0,0,0,0,0,-0.65,0,2023-06-01 00:00:00
安美得,7575,Q,69.01,14.67,10.2,10.18,54.49,14.68,150.18,100.9,1.85,0.87,1.49,15.42,2023-06-01 00:00:00
世基生醫,7595,Q,35.17,-52.55,-53.51,-8.6,64.34,-15.93,224.58,142.69,2.81,1.32,-0.65,7.53,2023-06-01 00:00:00
邦睿生技,6955,Q,76.75,5.64,9.45,2.36,10.87,53.78,1215.66,1090.96,11.47,0.8,0.35,15.14,2023-06-01 00:00:00
邦睿生技,6955,Q,78.47,2.19,8.28,2.14,9.72,76.83,996.87,914.16,16.52,0.83,0.34,14.8,2022-12-01 00:00:00
邦睿生技,6955,Q,71.96,-18.62,-8.22,-1.5,8.78,-40.89,1218.82,1095.69,6.8,0.73,-2.14,0,2022-06-01 00:00:00
愛之味,1217,Q,0,0,0,0,0,0,0,0,0,0,0.04,0,2023-06-01 00:00:00
福壽,1219,Q,0,0,0,0,0,0,0,0,0,0,0.23,0,2023-06-01 00:00:00
黑松,1234,Q,29.63,5.92,8.86,1.14,22.16,79.48,312.81,102.71,3.05,0.3,0.51,44.82,2023-06-01 00:00:00
宏亞,1236,Q,24.69,-6.48,-4.32,-0.64,32.24,-6.74,122.68,79.64,1.31,1.32,-0.16,23.52,2023-06-01 00:00:00
華夏,1305,Q,8.21,0.11,0.6,0.2,43.07,2.91,251.51,164.42,2.34,1.17,0,16.34,2023-06-01 00:00:00
亞聚,1308,Q,23.75,20.74,7.73,0.91,14.03,79.19,241.54,173.57,2.95,1.85,0.22,22.92,2023-06-01 00:00:00
台苯,1310,Q,-14.61,-16.59,-13.08,-4.56,25.32,-97.21,123.4,74.58,2.57,4.94,-0.57,11.79,2023-06-01 00:00:00
台南,1473,Q,17.2,2.69,4.07,1.7,31.97,21.32,228.55,158.05,1.31,1.32,0.42,24.35,2023-06-01 00:00:00
中興電,1513,Q,36.3,32.45,-13.94,-4.47,66.37,-5.59,121.79,34.25,2.02,0.44,-1.42,30.24,2023-06-01 00:00:00
廣隆,1537,Q,19.42,11.93,10.5,4.06,37.13,82905,277.98,167.21,2.02,0.67,2.06,47.03,2023-06-01 00:00:00
伸興,1558,Q,0,0,0,0,0,0,0,0,0,0,1.45,0,2023-06-01 00:00:00
氣立,4555,Q,28.2,1.11,2.22,0.29,35.45,1.3,353.85,178.57,0.84,0.27,0.13,40.68,2023-06-01 00:00:00
建德工業,6606,Q,0,0,0,0,0,0,0,0,0,0,0.27,0,2023-06-01 00:00:00
艾美特-KY,1626,Q,23.71,4.7,4.7,5.31,67.37,18.77,105.33,69.39,1.49,1.22,1.17,21.77,2023-06-01 00:00:00
和桐,1714,Q,8.47,2.35,4.49,1.3,30.09,11.37,260.81,197.73,1.48,1.57,0.17,12.13,2023-06-01 00:00:00
國精化,4722,Q,15.62,5.92,4.63,1.46,39.51,18.78,232.79,134.53,1.08,0.78,0.4,27.58,2023-06-01 00:00:00
上品,4770,Q,44.07,33.05,25.64,5.79,28.54,316.37,356.68,228.37,0.69,0.38,4.75,83.42,2023-06-01 00:00:00
生達,1720,Q,42.97,19.61,21.54,4.44,33.14,53.91,181.97,128.02,1.25,0.57,1.33,26.92,2023-06-01 00:00:00
南光,1752,Q,36.15,16.54,17.68,3.8,36.09,73.94,144.73,71.46,1.27,0.41,0.92,23.42,2023-06-01 00:00:00
科妍,1786,Q,0,0,0,0,0,0,0,0,0,0,0.77,0,2023-06-01 00:00:00
泰福-KY,6541,Q,64.65,-2933.54,-2959.67,-36.25,52.15,-35.29,515.66,424.2,0,0.04,-3.89,13.4,2023-06-01 00:00:00
台玻,1802,Q,11.04,1.06,-0.16,-0.03,45.16,1.46,115.95,69.3,0.94,0.76,0,15.96,2023-06-01 00:00:00
凱撒衛,1817,Q,32.57,9.47,7.1,2.3,28.62,57.22,289.35,130.89,2.33,0.57,0.64,26.74,2023-06-01 00:00:00
高興昌,2008,Q,5.62,-2.33,97.56,10.62,56.97,15.18,107.36,69.75,3.42,0.45,1.69,16.59,2023-06-01 00:00:00
志聯,2024,Q,0.16,-8.59,-8.36,-1.35,43.54,-2.34,208.69,67.89,1.01,0.28,-0.16,11.55,2023-06-01 00:00:00
威致,2028,Q,7.91,6.23,5.59,3.42,43.72,23.87,183.55,66.46,2.69,1.04,0.47,13.96,2023-06-01 00:00:00
彰源,2030,Q,4.36,-0.65,-2.94,-2,58.69,-1.89,162.3,58.33,2.95,0.76,-0.36,17.16,2023-06-01 00:00:00
三星,5007,Q,24.24,17.06,15.49,3.77,13.97,1343.42,621.06,376.93,1.17,0.66,0.83,21.85,2023-06-01 00:00:00
國際中橡,2104,Q,1.63,-8.41,-9.69,-1.09,36.82,-0.91,186.34,92.84,1,1.29,-0.37,35.51,2023-06-01 00:00:00
華豐,2109,Q,0,0,0,0,0,0,0,0,0,0,0.4,0,2023-06-01 00:00:00
大億,1521,Q,14.31,3.32,1.61,0.98,48.51,20.26,154.19,78.21,1.38,0.96,0.23,23.27,2023-06-01 00:00:00
耿鼎,1524,Q,24.3,12.78,12.06,3.3,49.97,14.24,185.31,95.12,1.54,0.72,0.49,15.03,2023-06-01 00:00:00
江申,1525,Q,12.29,5.31,13.83,1.25,18.62,289.37,269.02,217.54,1.4,1.31,0.8,62.59,2023-06-01 00:00:00
車王電,1533,Q,0,0,0,0,0,0,0,0,0,0,-0.43,0,2023-06-01 00:00:00
劍麟,2228,Q,21.48,7.98,9.6,2.71,32.06,67.85,288.67,213.24,1.09,0.94,1.48,53.14,2023-06-01 00:00:00
怡利電,2497,Q,21.99,4.24,5.25,2.17,52.08,4.97,188.54,116.58,1.2,0.61,0.37,16.6,2023-06-01 00:00:00
順德,2351,Q,0,0,0,0,0,0,0,0,0,0,1.11,0,2023-06-01 00:00:00
威盛,2388,Q,0,0,0,0,0,0,0,0,0,0,0.2,0,2023-06-01 00:00:00
統懋,2434,Q,-55.71,-154.99,-62.54,-1.76,29.69,-5.52,161.29,142.96,1.44,1.22,-0.23,12.91,2023-06-01 00:00:00
京元電子,2449,Q,33.08,21.31,19.51,4.24,49.56,12.2,161.58,143.74,1.21,4.4,1.26,28.72,2023-06-01 00:00:00
聯陽,3014,Q,55.23,30.93,25.56,7.62,32.65,1369.65,223,187.38,1.86,0.86,2.72,34.12,2023-06-01 00:00:00
嘉晶,3016,Q,10.51,3.77,4.04,0.91,34.92,8.08,291.19,236.06,1.06,1.07,0.15,16.64,2023-06-01 00:00:00
聯傑,3094,Q,66.89,12.33,29.28,1.94,17.16,139.57,648.25,616.84,2.82,0.61,0.25,12.33,2023-06-01 00:00:00
景碩,3189,Q,22.91,2.49,4.11,0.83,51.96,5.88,182.92,159.26,1.65,1.86,0.04,69.34,2023-06-01 00:00:00
台勝科,3532,Q,34.65,28.39,27.21,4.24,37.68,2695.13,116.06,69.67,1.47,0.63,2.55,61.5,2023-06-01 00:00:00
松翰,5471,Q,0,0,0,0,0,0,0,0,0,0,0.45,0,2023-06-01 00:00:00
捷敏-KY,6525,Q,20.5,12.39,14.27,4.04,37.57,362.89,163.33,145.28,1.4,4.57,1.2,30.15,2023-06-01 00:00:00
威鋒電子,6756,Q,0,0,0,0,0,0,0,0,0,0,1.15,0,2023-06-01 00:00:00
矽創,8016,Q,35.13,16.73,16.31,5.74,37.72,1008.19,215.85,172.76,3.24,0.94,4.93,82.31,2023-06-01 00:00:00
致新,8081,Q,39.95,20.76,20.57,6.29,32.97,2214.28,239.63,183.61,1.25,0.64,4.9,74.14,2023-06-01 00:00:00
全友,2305,Q,27.18,-24.52,15.3,0.87,21.48,14.11,595.26,488.72,2.4,0.45,0.08,10.65,2023-06-01 00:00:00
奇鋐,3017,Q,20.11,10.41,9.05,7.01,66.37,18.85,143.99,91.03,3.33,0.74,3.18,48.57,2023-06-01 00:00:00
銘異,3060,Q,9.51,-8.87,-9.82,-2.21,37.73,-12.89,186.8,98.22,1.05,0.5,-0.39,18.66,2023-06-01 00:00:00
研揚,6579,Q,35.5,12.75,17.77,3.43,21.7,339.91,290.83,215.5,2.06,0.71,2.77,59.78,2023-06-01 00:00:00
勤誠,8210,Q,23.59,13.66,10.77,5.55,59.76,21.12,143.45,94.41,1.29,0.87,2.07,39.06,2023-06-01 00:00:00
一詮,2486,Q,14.4,3.57,6.88,1.99,46.27,7.53,237.04,178.98,0.66,0.86,0.39,18.28,2023-06-01 00:00:00
洋華,3622,Q,34.95,17.4,22.93,1.51,13.3,156.02,761.56,717.72,1.25,0.96,0.51,39.22,2023-06-01 00:00:00
華興,6164,Q,25.7,-5.17,-3.36,-0.59,39.8,-4.35,188.32,163.52,0.83,0.95,-0.07,10.95,2023-06-01 00:00:00
天瀚,6225,Q,19.9,4.45,4.59,0.64,10.55,552,1361.57,1270.39,0.94,1.65,0.02,3.1,2023-06-01 00:00:00
惠特,6706,Q,3.27,-29.84,-18.89,-1.99,41.69,-9,245.17,181.28,0.53,0.3,-1.05,52.15,2023-06-01 00:00:00
凌巨,8105,Q,8.52,1.17,2.77,0.84,34.37,18.19,179.3,129.53,1.73,1.48,0.15,17.67,2023-06-01 00:00:00
中華電,2412,Q,0,0,0,0,0,0,0,0,0,0,1.28,0,2023-06-01 00:00:00
盛達,3027,Q,18.73,2.94,7.47,1.97,39.42,18.2,206.47,111.29,4.98,1.59,0.28,18.38,2023-06-01 00:00:00
居易,6216,Q,50.11,15.33,28.74,3.93,17.67,0,521.14,448.25,2.03,0.47,0.71,17.67,2023-06-01 00:00:00
環科,2413,Q,0,0,0,0,0,0,0,0,0,0,0.12,0,2023-06-01 00:00:00
興勤,2428,Q,36.11,19.75,17.23,3.48,35.3,105.25,410.07,329.71,0.82,0.81,2.43,67.14,2023-06-01 00:00:00
志聖,2467,Q,38.66,7.86,10.88,2.42,56.47,10.86,163.88,138.79,0.36,0.61,0.49,19.39,2023-06-01 00:00:00
立隆電,2472,Q,27.68,15.9,13.66,3.08,32.58,40.53,179.19,141.13,0.87,1.11,1.35,39.45,2023-06-01 00:00:00
鴻名,3021,Q,19.42,6.02,7.4,3.48,49.23,21.15,172.61,116.36,0.8,0.81,0.53,15.43,2023-06-01 00:00:00
禾伸堂,3026,Q,18.54,6.4,4.89,1.67,37.97,13.72,246.97,161.93,1.06,0.79,1.34,60.61,2023-06-01 00:00:00
鴻碩,3092,Q,16.78,-1,-0.81,-0.2,59.87,0.2,142.63,95.86,0.65,0.54,-0.04,20.98,2023-06-01 00:00:00
聯穎,3550,Q,14.15,-3.86,-2.21,-1.1,60.18,-0.88,171.87,148.62,0.67,2.53,-0.23,20.1,2023-06-01 00:00:00
臻鼎-KY,4958,Q,9.02,-8.02,0.64,0.12,43.88,-0.09,130.08,100.98,1.31,1.54,-0.09,94.72,2023-06-01 00:00:00
鎰勝,6115,Q,0,0,0,0,0,0,0,0,0,0,0.88,0,2023-06-01 00:00:00
瀚荃,8103,Q,30.82,6.93,8.59,2.22,41.71,28.01,330.85,287.01,0.84,1.08,0.84,36.93,2023-06-01 00:00:00
華立,3010,Q,9.34,4.63,4.55,4.01,59.88,11.05,164.76,109.72,1.04,2.6,2.92,71.62,2023-06-01 00:00:00
鴻準,2354,Q,0,0,0,0,0,0,0,0,0,0,0.97,0,2023-06-01 00:00:00
固緯,2423,Q,0,0,0,0,0,0,0,0,0,0,0.61,0,2023-06-01 00:00:00
帆宣,6196,Q,10.07,5.19,5.9,8.09,75.41,15.13,132.49,50.82,2.23,1.75,4.18,49.68,2023-06-01 00:00:00
興能高,6558,Q,13.75,-5.79,-2.89,-0.56,30.09,-2.59,206.07,168.33,0.95,1.13,-0.09,15.54,2023-06-01 00:00:00
旭暉應材,6698,Q,0,0,0,0,0,0,0,0,0,0,-0.37,0,2023-06-01 00:00:00
三地開發,1438,Q,0,0,0,-1.82,77.93,-0.2,182.76,14.58,0,0,-0.39,20.92,2023-06-01 00:00:00
怡華,1456,Q,31.92,23.83,13.31,8.03,87.19,2.3,125.5,6.77,22.03,0.07,1.31,16.98,2023-06-01 00:00:00
國產,2504,Q,23.36,19.09,15.06,3.17,38.59,35.26,149.37,131.32,0.76,4.38,0.64,19.33,2023-06-01 00:00:00
國揚,2505,Q,47.77,-232.72,241.54,0.53,43.41,11.63,197.86,35.24,0.24,0,0.14,26.01,2023-06-01 00:00:00
全坤建,2509,Q,28.21,-35.21,-113.71,-1.38,50.95,-0.53,186.73,40.54,1.79,0.01,-0.28,18.5,2023-06-01 00:00:00
昇陽,3266,Q,18.52,-3.59,-2.33,-0.12,61.14,1.14,154.52,11.79,6.94,0.02,-0.01,14.95,2023-06-01 00:00:00
順天,5525,Q,0,0,0,0,0,0,0,0,0,0,0.11,0,2023-06-01 00:00:00
台船,2208,Q,-6.3,-9.43,-17.19,-12.58,83.23,-22.45,101.39,10.74,4.48,0.87,-1.03,7.69,2023-06-01 00:00:00
裕民,2606,Q,25.55,21.52,16.24,1.79,60.63,2.91,158.54,151.4,5.08,9.8,0.71,38.55,2023-06-01 00:00:00
華航,2610,Q,16.97,10.1,7.34,4.66,74.87,7.26,82.09,67.34,4.64,7.1,0.55,11.97,2023-06-01 00:00:00
亞航,2630,Q,3.49,-1.5,-2.28,-1.49,62.89,-1.31,142.72,64.05,0.88,1.1,-0.18,11.94,2023-06-01 00:00:00
華園,2702,Q,81.51,10.01,8.78,1.03,63.06,1.25,430.42,421.91,12.59,81.67,0.22,21.3,2023-06-01 00:00:00
六福,2705,Q,0,0,0,0,0,0,0,0,0,0,-0.49,0,2023-06-01 00:00:00
柏文,8462,Q,24.46,4.51,2.78,1.77,82.8,2.26,60.85,38.05,56.58,95.09,0.39,20.51,2023-06-01 00:00:00
統領,2910,Q,52.68,24.32,21.29,1.61,55.96,5.13,118.26,72.66,25.34,0.21,0.23,14.17,2023-06-01 00:00:00
大豐電,6184,Q,0,0,0,0,0,0,0,0,0,0,1.05,0,2023-06-01 00:00:00
匯僑設計,6754,Q,20.35,4.79,2.73,1.4,55.62,126.72,154.52,96.45,1.65,22.6,0.41,29.21,2023-06-01 00:00:00
成霖,9934,Q,0,0,0,0,0,0,0,0,0,0,0.41,0,2023-06-01 00:00:00
佳龍,9955,Q,7.65,-0.51,-0.68,-0.17,52.1,0.71,86.65,32.77,11.24,0.78,-0.02,13.17,2023-06-01 00:00:00
金穎生技,1796,Q,39.91,24.1,20.19,5.69,32.78,56.31,146.23,89.31,1.85,0.87,1.13,20.39,2023-06-01 00:00:00
新昕纖,4406,Q,0,0,0,0,0,0,0,0,0,0,0.27,0,2023-06-01 00:00:00
金洲,4417,Q,25.61,11.69,9.45,2.34,36.94,19.31,228.02,133.61,1.19,0.51,0.87,31.47,2023-06-01 00:00:00
宏佳騰,1599,Q,0,0,0,0,0,0,0,0,0,0,0.14,0,2023-06-01 00:00:00
嘉鋼,2067,Q,0,0,0,0,0,0,0,0,0,0,0.01,0,2023-06-01 00:00:00
謚源,2235,Q,22.06,14.3,23.49,2.45,33.65,39.83,159.7,121.89,0.83,0.54,0.89,34.91,2023-06-01 00:00:00
公準,3178,Q,0,0,0,0,0,0,0,0,0,0,1.48,0,2023-06-01 00:00:00
崇友,4506,Q,26.24,16.99,17,4.88,47.8,2853.61,151.82,98.13,1.51,0.46,1.38,27.32,2023-06-01 00:00:00
慶騰,4534,Q,-8.42,-26.77,-24.2,-5.8,48.01,-19.43,140.33,95.11,0.81,0.78,-0.48,7.98,2023-06-01 00:00:00
健椿,4561,Q,25.61,15.82,9.7,2.56,51.07,13.19,172.4,115.8,2.47,0.79,0.5,19.53,2023-06-01 00:00:00
大億金茂,8107,Q,0,0,0,0,0,0,0,0,0,0,-0.17,0,2023-06-01 00:00:00
濟生,4111,Q,32.21,5.04,7.73,1.69,31.72,93.04,173.15,148.3,1.11,1.79,0.36,20.94,2023-06-01 00:00:00
太醫,4126,Q,31.97,21.36,18.62,4.04,31.3,96.48,202.25,154.03,2.62,1.19,1.52,36.31,2023-06-01 00:00:00
浩泰,4131,Q,-26.93,-166.78,-158.94,-5.1,29.71,-33.76,329.07,274.27,0.31,0.26,-0.39,9.93,2023-06-01 00:00:00
福永生技,4183,Q,21.66,0.83,3.72,1.39,46.86,10.7,260.99,203.56,1.43,1.05,0.18,12.25,2023-06-01 00:00:00
益得,6461,Q,-380.84,-695.42,-735.33,-7.93,64.36,-7.65,91.08,72.06,2.42,1.23,-0.62,7.55,2023-06-01 00:00:00
順藥,6535,Q,79.84,-774.09,-1073.52,-8.77,10.43,-10892.14,624.17,526.74,1.1,0.03,-0.92,9.97,2023-06-01 00:00:00
台康生技,6589,Q,-13.02,-185.03,-140.3,-1.86,7.99,-71.55,1691.99,1448.64,1.34,0.18,-0.64,34.03,2023-06-01 00:00:00
台生材,6649,Q,64.63,4.64,14.12,0.53,12.68,21.35,1094.6,979.66,4.82,0.31,0.08,15.33,2023-06-01 00:00:00
亨泰光,6747,Q,64.43,17.44,24.02,3.38,12.85,301.37,483.65,387.11,1.36,0.53,1.58,47.08,2023-06-01 00:00:00
唐榮,2035,Q,-14.93,-17.34,-16.9,-8.91,69.35,-13.81,110.09,3.81,54.46,1.25,-1.4,14.96,2023-06-01 00:00:00
建錩,5014,Q,0,0,0,0,0,0,0,0,0,0,0.07,0,2023-06-01 00:00:00
松和,5016,Q,9.29,4.29,1.72,0.56,48.51,3.86,269.08,123.86,1.23,0.49,0.17,28.49,2023-06-01 00:00:00
有益,9962,Q,7.26,4.39,3.72,2.7,27.15,39.75,301.85,69.48,10.8,0.81,0.33,12.34,2023-06-01 00:00:00
博磊,3581,Q,25.64,2.2,2.16,0.75,51.28,6.94,167.63,94.12,1.14,0.41,0.02,16.19,2023-06-01 00:00:00
陞達科技,4945,Q,52.47,19.47,30.65,5.66,7.97,1190.59,1352.92,1085.1,1.43,0.4,1.17,21.13,2023-06-01 00:00:00
譜瑞-KY,4966,Q,43.96,12.89,13.42,2.31,14.71,0,416.97,273.35,2.02,0.47,5.44,237.1,2023-06-01 00:00:00
凌陽創新,5236,Q,60.12,24.47,26.89,4.91,25.26,7369.73,398.9,377.65,1.53,0.87,1.86,38.76,2023-06-01 00:00:00
凱鈺,5468,Q,0,0,0,0,0,0,0,0,0,0,-0.27,0,2023-06-01 00:00:00
